canopy_density,surface_albedo,aspect_ratio,humidity,wind_speed,base_temp,int_tree,int_shade,int_pave,int_mist,cooling_delta
0.3745401188473625,0.3989126547733588,2.216995101870914,61.05156546977391,2.989120412044165,46.1809144424105,0.0,0.0,0.0,1.0,-4.062095357453027
0.9507143064099162,0.36632967698512264,0.6350847872362635,46.743396282735446,0.9481777516205803,37.36292609298426,0.0,0.0,1.0,0.0,-0.6723946184626326
0.7319939418114051,0.24092313000228804,1.10525511367267,87.15988198911526,1.2635922497221597,29.886640265804644,1.0,0.0,0.0,0.0,-1.3894474439740034
0.5986584841970366,0.5858133360811904,2.0235138468876728,27.518276078739056,1.806711281809218,43.416044665252315,0.0,0.0,0.0,1.0,-4.544646696356918
0.15601864044243652,0.48129932840690315,1.4980590991209919,57.02851327991525,2.0365333436494835,35.466953392082395,0.0,1.0,0.0,0.0,-2.521407068248266
0.15599452033620265,0.792560793859203,2.241856012041192,66.01680119921781,2.4226180921054405,39.86568708631243,0.0,0.0,1.0,0.0,-0.08956975304882385
0.05808361216819946,0.1256876643856466,2.8875029135462933,76.04515914763053,2.5546002896349442,27.68163225434847,0.0,0.0,1.0,0.0,-1.0145339379640839
0.8661761457749352,0.6150943420441011,0.4379853943740727,42.55768243424057,4.55716345487536,40.789599737899806,1.0,0.0,0.0,0.0,-2.7244928940485753
0.6011150117432088,0.710359102809249,2.1577463775543766,64.95375261259852,5.0957319082604124,34.33876222362811,0.0,1.0,0.0,0.0,-2.4354221748282034
0.7080725777960455,0.7075892553506457,0.767998051333132,34.25611771074262,3.088792081263559,33.35474374296236,0.0,1.0,0.0,0.0,-2.014387641921785
0.020584494295802447,0.8088591736764201,1.3019825094819508,44.838087388945624,9.072964199207282,49.49788946944503,0.0,0.0,1.0,0.0,-0.08575242435740264
0.9699098521619943,0.6832269942635952,0.19530190480590548,81.65017049627194,5.531397233389546,35.81076606900618,0.0,1.0,0.0,0.0,-1.7569974542189382
0.8324426408004217,0.8422480493181571,0.4941314086488269,85.99260874647635,7.874769280334068,41.95095945289336,1.0,0.0,0.0,0.0,-1.5609771205411633
0.21233911067827616,0.36612527985671317,1.027354138241809,67.50538775418119,9.242378324208433,40.69318838934603,0.0,0.0,0.0,1.0,-3.6250253129552505
0.18182496720710062,0.5025675334012345,1.0917588353351564,39.948151262094804,1.631351145758052,27.607588772128942,0.0,1.0,0.0,0.0,-2.260208658892838
0.18340450985343382,0.11126373062631255,2.7087971277400777,75.60462319797313,4.278744837156346,43.6981884266079,1.0,0.0,0.0,0.0,-0.03509177573992442
0.3042422429595377,0.10556606984263298,2.2512574368728937,12.069366538033615,4.332104017146088,33.07898008583941,0.0,0.0,1.0,0.0,-0.8589605267186595
0.5247564316322378,0.29210129636121596,2.919330607742419,18.219672843153685,3.5447225043835418,44.97348872991837,0.0,0.0,0.0,1.0,-4.809862704177484
0.43194501864211576,0.18064575771126823,1.8373073799721975,62.909898910028886,0.0890586655163994,40.191019565384565,1.0,0.0,0.0,0.0,-1.0456662473478826
0.2912291401980419,0.3081690943486029,0.8009698230648221,33.29988602160459,8.15972107778095,32.92728724883724,0.0,0.0,0.0,1.0,-4.158324109719774
0.6118528947223795,0.24163463562271792,1.0501995867727643,86.11089747203822,1.115593215539028,33.907324008276774,0.0,0.0,0.0,1.0,-3.1433926487527826
0.13949386065204183,0.1228160198709186,1.0275241775467046,44.88484896738438,9.95480597921759,43.287684241659015,0.0,0.0,1.0,0.0,-0.9472675967843983
0.29214464853521815,0.8274433171248395,1.0468335502234296,44.34918563113416,7.729584919111816,38.751482878072046,0.0,0.0,1.0,0.0,0.06627575685648984
0.3663618432936917,0.10657850511111322,2.0515961020242655,64.2463608152745,5.800100176065145,41.70877601678288,1.0,0.0,0.0,0.0,-0.8813771166572962
0.45606998421703593,0.6888657154696683,1.639342991462207,71.40548498449517,1.5460641774159745,28.95795802687971,1.0,0.0,0.0,0.0,-0.784968513463816
0.7851759613930136,0.22171830953561322,1.2177301164512686,48.04469905001092,5.15392971393247,44.674416805710464,1.0,0.0,0.0,0.0,-2.327560625054173
0.19967378215835974,0.8297836975996801,0.5323603293132781,27.12007213693793,2.611087408578089,33.00978297287587,0.0,0.0,0.0,1.0,-4.170294034941802
0.5142344384136116,0.8142367516719087,0.16420357253222312,71.86469141804973,2.5232252454306945,40.496531678941835,0.0,0.0,1.0,0.0,-0.20705436685710288
0.5924145688620425,0.6231209170954058,0.7346205650043085,35.628101989890204,8.295292493824855,27.866995631050216,0.0,0.0,0.0,1.0,-4.044005287544499
0.046450412719997725,0.6377873198404841,0.4116670715091757,24.00886154350861,3.8064442395943465,33.035506028924175,0.0,1.0,0.0,0.0,-1.8673139503355642
0.6075448519014384,0.10427131357575084,2.3777905894714944,60.531215194001064,4.507238033908041,41.22168232666604,0.0,0.0,1.0,0.0,-0.9899691681236932
0.17052412368729153,0.8878972528908816,0.4262440776602676,17.236293359228032,8.429647377801183,31.855153307256266,1.0,0.0,0.0,0.0,-1.0937309242363555
0.06505159298527952,0.8022660828606515,2.200261888189825,87.70821400688439,0.8779062571884255,47.00780491874543,0.0,0.0,0.0,1.0,-3.341420565188375
0.9488855372533332,0.8160849805840736,1.2184102003506396,60.59178115297095,5.946178530910496,41.53070998608551,0.0,0.0,1.0,0.0,-0.02175976750082685
0.9656320330745594,0.6273956296406975,0.31279733025695033,88.87164167374047,5.782156813730378,46.756959832419895,1.0,0.0,0.0,0.0,-2.0190729168072568
0.8083973481164611,0.37582954292362925,2.456917143351599,37.11147387829088,4.252145692666752,34.88476755627802,1.0,0.0,0.0,0.0,-2.6617272781591637
0.3046137691733707,0.8149189192723847,1.7809286536861788,87.69641289523183,8.29774641424093,25.849628565616875,0.0,1.0,0.0,0.0,-2.1676408855574354
0.09767211400638387,0.3332135425209539,0.7837083873043618,21.644979818289887,9.428900613356927,39.40349908387757,0.0,0.0,1.0,0.0,-0.6045757072898675
0.6842330265121569,0.5501692346737623,2.694575405564737,13.255581787762276,4.653358619136108,33.47983756813431,1.0,0.0,0.0,0.0,-2.6413560829685796
0.4401524937396013,0.17978477787510594,0.23124911022459924,12.638724836368205,4.561470509983997,36.20470939805883,0.0,0.0,0.0,1.0,-4.593025023494188
0.12203823484477883,0.8375645041062002,0.6852768637735124,47.18962964793817,5.020637296707448,42.02775534806872,0.0,0.0,1.0,0.0,-0.2148311588455863
0.4951769101112702,0.21261636621697066,2.280936090636997,16.64033579828758,7.231240308330616,42.51661667677179,0.0,1.0,0.0,0.0,-3.057180213949412
0.034388521115218396,0.2799174445843258,2.1571959978986786,50.97343073340814,6.680602906989623,25.688910371645385,1.0,0.0,0.0,0.0,-0.1650912230464402
0.9093204020787821,0.546507326502572,0.9388879118009862,36.20004028071204,2.2283494920688707,44.23256682099034,1.0,0.0,0.0,0.0,-2.8980479413422877
0.2587799816000169,0.7112744001703852,0.279872138523071,36.85031939792925,0.6389534859934332,37.337972873901975,0.0,0.0,1.0,0.0,-0.13600678921704767
0.662522284353982,0.5954810447490392,2.588426409452337,60.848719723613584,9.492541298167893,38.91746933311375,0.0,0.0,1.0,0.0,-0.3748119101014599
0.31171107608941095,0.28570713024012495,1.0097231504027175,23.047840492129616,2.610697597337043,32.44985462974631,0.0,0.0,1.0,0.0,-0.9056813161848878
0.5200680211778108,0.10075443402199227,0.667568903291969,71.32426962717848,6.385966846905918,35.520844650014524,0.0,1.0,0.0,0.0,-2.806790194010373
0.5467102793432796,0.7057204642459514,1.5965792848468336,56.56247358229078,8.284380027437223,42.75937834948329,0.0,0.0,0.0,1.0,-3.9842612817414778
0.18485445552552704,0.888165860728875,2.7396588779190973,83.19557030780088,3.002767505471863,44.41784507360646,0.0,1.0,0.0,0.0,-2.474797742413179
0.9695846277645586,0.7479304962448724,0.2262850757457885,39.18725230140187,6.354334136569287,34.67765452919945,1.0,0.0,0.0,0.0,-2.945987168343359
0.7751328233611146,0.4681652945252923,2.3208318552895744,88.61719936537004,1.0790024114922492,42.277938316283254,0.0,0.0,1.0,0.0,-0.634401435671714
0.9394989415641891,0.8230138091192852,1.760172361022256,56.066211737121854,9.699314443756608,31.45108754221095,0.0,0.0,0.0,1.0,-3.8014966867327025
0.8948273504276488,0.42787813849468004,1.333802438000269,87.8721564950027,0.5815827505062587,45.80056662943788,0.0,1.0,0.0,0.0,-2.4359753934152915
0.5978999788110851,0.519947267394774,2.257833287904674,12.164852323769226,4.381746738409763,40.24535597268413,0.0,0.0,1.0,0.0,-0.3493267905428609
0.9218742350231168,0.4817038139165466,2.9008908308807335,68.23810579299104,5.3681924206002325,44.379662901672376,0.0,0.0,1.0,0.0,-0.6590384554821983
0.0884925020519195,0.45809909813242,0.7646980123718039,75.3297219434189,7.9048177866336395,36.92887130794618,0.0,1.0,0.0,0.0,-2.332825428840218
0.1959828624191452,0.7201526154351247,0.5165773587091469,14.253862934119006,1.2112851707242123,30.727732124548883,0.0,0.0,0.0,1.0,-4.228492994666242
0.045227288910538066,0.5214151258155936,2.7473570611458213,56.31757312129966,4.408079738551765,35.7307778328411,0.0,0.0,1.0,0.0,-0.37965578270906325
0.32533033076326434,0.3533736976201729,2.0399639246261807,74.15538348715587,2.9971156954345233,34.53713486195802,1.0,0.0,0.0,0.0,-0.5450439911798636
0.388677289689482,0.30652653412678266,1.3701594625297013,54.88309801784582,3.1201071569334005,33.31791358600398,1.0,0.0,0.0,0.0,-0.9394915959009069
0.2713490317738959,0.13019785357394673,1.762452753766421,15.10508723243733,7.787879160652508,30.304343693536957,0.0,0.0,1.0,0.0,-0.9201700123511923
0.8287375091519293,0.5665561295064369,2.262280325011108,65.47577927186492,0.05460945031833142,43.97917854699516,0.0,1.0,0.0,0.0,-2.5593238533398304
0.3567533266935893,0.2839691323208274,2.34179250624658,14.84775317386469,7.490836413359663,27.15879153301401,0.0,0.0,0.0,1.0,-4.212638742785589
0.28093450968738076,0.21850713761310647,2.7676931243749974,75.39751160131507,8.103984301231062,47.18902324714585,0.0,0.0,1.0,0.0,-0.7943981064894083
0.5426960831582485,0.6230639710621422,1.3378440877973057,13.442734664535552,9.01362243842069,29.37561807244384,1.0,0.0,0.0,0.0,-2.380678520313477
0.14092422497476265,0.644967406257239,0.9508916390562455,20.991790480829664,6.268818032304835,49.49684129628854,0.0,0.0,0.0,1.0,-4.999116134716708
0.8021969807540397,0.7017239138061327,1.9550263736905416,32.00860724186148,3.3345532827224122,49.711701202176855,0.0,0.0,0.0,1.0,-4.713734149221215
0.07455064367977082,0.5028615170708732,1.3056109079106382,60.669183380864,4.272347325488707,34.95967603102879,0.0,0.0,1.0,0.0,-0.4653560002188207
0.9868869366005173,0.8152436841631093,1.824335516452036,88.10872797050448,9.697360822874293,49.69552681580657,0.0,1.0,0.0,0.0,-2.0395345596022536
0.7722447692966574,0.8490742027185822,1.3179588155222557,19.425828209594755,8.811868264358523,46.72671293201816,0.0,1.0,0.0,0.0,-1.8415246625351225
0.1987156815341724,0.7458967518339915,0.543687781366706,21.416613537113474,4.6352590909944205,27.06075692366664,0.0,1.0,0.0,0.0,-1.9482419846789076
